id_client,id_vehicle,id_year,id_claim,claim_nb,claim_amount
A00009546,V01,Year 0,CL01,1,385.25
A00009546,V01,Year 0,CL02,1,-852.33
A00009546,V01,Year 0,CL03,1,870.3
A00009571,V01,Year 0,CL01,1,1010.41
A00009578,V01,Year 0,CL01,1,370.69
A00009578,V01,Year 0,CL02,1,1010.41
A00009579,V01,Year 0,CL01,1,0
A00009579,V01,Year 0,CL02,1,2745.75
A00009595,V01,Year 0,CL01,1,899.91
A00009612,V02,Year 0,CL01,1,1442.87
A00009623,V01,Year 0,CL01,1,85
A00009636,V01,Year 0,CL01,1,106.14
A00009651,V01,Year 0,CL01,1,718.62
A00009656,V01,Year 0,CL01,1,566.71
A00009675,V01,Year 0,CL01,1,1236
A00009684,V01,Year 0,CL01,1,472.99
A00009689,V01,Year 0,CL01,1,162.92
A00009694,V01,Year 0,CL01,1,1442.87
A00009707,V01,Year 0,CL01,1,1034.04
A00009721,V01,Year 0,CL01,1,132.77
A00009726,V01,Year 0,CL01,1,530.55
A00009729,V01,Year 0,CL01,1,4180.55
A00009741,V01,Year 0,CL01,1,618
A00009747,V01,Year 0,CL01,1,3335.48
A00009757,V01,Year 0,CL01,1,919.84
A00009759,V01,Year 0,CL01,1,1741.58
A00009761,V01,Year 0,CL01,1,90.14
A00009765,V01,Year 0,CL01,1,1201.43
A00009776,V01,Year 0,CL01,1,1442.87
A00009794,V01,Year 0,CL01,1,494.09
A00009796,V01,Year 0,CL01,1,967.28
A00009800,V01,Year 0,CL01,1,104.77
A00009800,V01,Year 0,CL02,1,3277.47
A00009801,V01,Year 0,CL01,1,519.94
A00009807,V01,Year 0,CL01,1,2683.76
A00009807,V01,Year 0,CL02,1,434.46
A00009807,V01,Year 0,CL03,1,47.84
A00009817,V01,Year 0,CL01,1,957.8
A00009828,V01,Year 0,CL01,1,1236
A00009830,V01,Year 0,CL01,1,349.17
A00009835,V01,Year 0,CL01,1,106.14
A00009839,V01,Year 0,CL01,1,-584
A00009840,V01,Year 0,CL01,1,879.06
A00009844,V01,Year 0,CL01,1,1442.87
A00009866,V01,Year 0,CL01,1,3070.33
A00009869,V01,Year 0,CL01,1,180.03
A00009879,V01,Year 0,CL01,1,449.61
A00009884,V02,Year 0,CL01,1,585.9
A00009886,V01,Year 0,CL01,1,472.88
A00009886,V01,Year 0,CL02,1,216.73
A00009888,V01,Year 0,CL01,1,0
A00009893,V01,Year 0,CL01,1,56.19
A00009894,V01,Year 0,CL01,1,1598.35
A00009897,V01,Year 0,CL01,1,-476.63
A00009900,V01,Year 0,CL01,1,2549.54
A00009904,V01,Year 0,CL01,1,1236
A00009907,V01,Year 0,CL01,1,1033.16
A00009909,V02,Year 0,CL01,1,500.19
A00009914,V01,Year 0,CL01,1,83.28
A00009917,V01,Year 0,CL01,1,698.67
A00009926,V01,Year 0,CL01,1,440.6
A00009936,V01,Year 0,CL01,1,457.07
A00009938,V01,Year 0,CL01,1,491.61
A00009938,V02,Year 0,CL01,1,714.56
A00009939,V01,Year 0,CL01,1,75.34
A00009948,V01,Year 0,CL01,1,2453.28
A00009967,V01,Year 0,CL01,1,338.6
A00009991,V01,Year 0,CL01,1,-750.99
A00009991,V01,Year 0,CL02,1,1369.86
A00009996,V01,Year 0,CL01,1,0
A00010002,V01,Year 0,CL01,1,210.3
A00010003,V01,Year 0,CL01,1,2683.76
A00010018,V01,Year 0,CL01,1,-665.95
A00010021,V01,Year 0,CL01,1,468.25
A00010021,V01,Year 0,CL02,1,192.8
A00010023,V01,Year 0,CL01,1,153.04
A00010024,V01,Year 0,CL01,1,894.1
A00010024,V01,Year 0,CL02,1,60.29
A00010033,V01,Year 0,CL01,1,1414.22
A00010034,V01,Year 0,CL01,1,0
A00010036,V01,Year 0,CL01,1,86.73
A00010045,V01,Year 0,CL01,1,0
A00010055,V01,Year 0,CL01,1,938.15
A00010059,V01,Year 0,CL01,1,-0.02
A00010065,V01,Year 0,CL01,1,2335.56
A00010071,V01,Year 0,CL01,1,300.66
A00010071,V01,Year 0,CL02,1,91.47
A00010076,V01,Year 0,CL01,1,1442.87
A00010089,V01,Year 0,CL01,1,126.97
A00010094,V01,Year 0,CL01,1,2021.85
A00010114,V01,Year 0,CL01,1,106.14
A00010124,V01,Year 0,CL01,1,325.33
A00010124,V01,Year 0,CL02,1,106.27
A00010140,V01,Year 0,CL01,1,1236
A00010154,V01,Year 0,CL01,1,2254.87
A00010155,V01,Year 0,CL01,1,1257
A00010157,V01,Year 0,CL01,1,371.01
A00010188,V01,Year 0,CL01,1,540.84
A00010199,V01,Year 0,CL01,1,368.89
A00010204,V01,Year 0,CL01,1,91.98
A00010217,V01,Year 0,CL01,1,731.79
A00010224,V01,Year 0,CL01,1,431.61
A00010225,V01,Year 0,CL01,1,1004.84
A00010229,V01,Year 0,CL01,1,478.6
A00010245,V01,Year 0,CL01,1,231.57
A00010247,V01,Year 0,CL01,1,60.29
A00010247,V01,Year 0,CL02,1,1236
A00010251,V02,Year 0,CL01,1,2567.02
A00010268,V01,Year 0,CL01,1,618
A00010271,V01,Year 0,CL01,1,456.86
A00010273,V01,Year 0,CL01,1,106.14
A00010275,V01,Year 0,CL01,1,107.39
A00010275,V01,Year 0,CL02,1,1236
A00010278,V01,Year 0,CL01,1,75.88
A00010279,V02,Year 0,CL01,1,522.5
A00010288,V01,Year 0,CL01,1,299.2
A00010295,V01,Year 0,CL01,1,1046.39
A00010307,V01,Year 0,CL01,1,547.63
A00010307,V01,Year 0,CL02,1,570.05
A00010310,V01,Year 0,CL01,1,1909.35
A00010314,V01,Year 0,CL01,1,-600.85
A00010320,V01,Year 0,CL01,1,418.41
A00010360,V01,Year 0,CL01,1,90.9
A00010361,V01,Year 0,CL01,1,5881.25
A00010364,V01,Year 0,CL01,1,1262.97
A00010373,V01,Year 0,CL01,1,86.84
A00010373,V01,Year 0,CL02,1,1646.01
A00010378,V01,Year 0,CL01,1,5494.58
A00010386,V01,Year 0,CL01,1,2683.76
A00010388,V01,Year 0,CL01,1,381.14
A00010396,V01,Year 0,CL01,1,472.94
A00010399,V01,Year 0,CL01,1,60.29
A00010406,V01,Year 0,CL01,1,493.23
A00010409,V01,Year 0,CL01,1,-624.89
A00010412,V01,Year 0,CL01,1,2985.24
A00010415,V01,Year 0,CL01,1,482.89
A00010431,V01,Year 0,CL01,1,319.34
A00010431,V01,Year 0,CL02,1,326.5
A00010449,V01,Year 0,CL01,1,1383.55
A00010473,V02,Year 0,CL01,1,2683.76
A00010474,V01,Year 0,CL01,1,328.52
A00010481,V01,Year 0,CL01,1,0
A00010487,V01,Year 0,CL01,1,133.6
A00010497,V01,Year 0,CL01,1,656.19
A00010497,V01,Year 0,CL02,1,363.05
A00010499,V01,Year 0,CL01,1,1010.41
A00010500,V01,Year 0,CL01,1,663.18
A00010505,V01,Year 0,CL01,1,1522.08
A00010505,V01,Year 0,CL02,1,0
A00010510,V01,Year 0,CL01,1,2621.67
A00010511,V01,Year 0,CL01,1,-61.77
A00010511,V01,Year 0,CL02,1,25.14
A00010512,V01,Year 0,CL01,1,103.59
A00010520,V01,Year 0,CL01,1,1236
A00010522,V01,Year 0,CL01,1,103.38
A00010523,V01,Year 0,CL01,1,796.82
A00010533,V01,Year 0,CL01,1,143.48
A00010536,V01,Year 0,CL01,1,223.63
A00010545,V01,Year 0,CL01,1,130.11
A00010547,V01,Year 0,CL01,1,1236
A00010549,V01,Year 0,CL01,1,775.4
A00010549,V01,Year 0,CL02,1,0
A00010551,V01,Year 0,CL01,1,300.52
A00010554,V01,Year 0,CL01,1,1236
A00010561,V01,Year 0,CL01,1,0
A00010566,V01,Year 0,CL01,1,523.81
A00010574,V01,Year 0,CL01,1,1010.41
A00010576,V01,Year 0,CL01,1,0
A00010599,V01,Year 0,CL01,1,779.25
A00010600,V01,Year 0,CL01,1,1047.95
A00010610,V01,Year 0,CL01,1,159.76
A00010612,V01,Year 0,CL01,1,77.59
A00010621,V01,Year 0,CL01,1,565.36
A00010633,V01,Year 0,CL01,1,1236
A00010640,V01,Year 0,CL01,1,1298.79
A00010651,V01,Year 0,CL01,1,1442.87
A00010656,V02,Year 0,CL01,1,253.77
A00010670,V01,Year 0,CL01,1,-800.64
A00010675,V01,Year 0,CL01,1,2453.28
A00010678,V01,Year 0,CL01,1,974.68
A00010678,V01,Year 0,CL02,1,108.7
A00010678,V01,Year 0,CL03,1,246.12
A00010692,V02,Year 0,CL01,1,3288.46
A00010696,V01,Year 0,CL01,1,370.81
A00010697,V01,Year 0,CL01,1,-117.37
A00010702,V01,Year 0,CL01,1,1236
A00010709,V01,Year 0,CL01,1,241.56
A00010713,V01,Year 0,CL01,1,999.21
A00010724,V01,Year 0,CL01,1,172.71
A00010724,V01,Year 0,CL02,1,167.8
A00010745,V01,Year 0,CL01,1,96.94
A00010780,V01,Year 0,CL01,1,242.62
A00010780,V01,Year 0,CL02,1,1441.7
A00010800,V01,Year 0,CL01,1,43.65
A00010807,V01,Year 0,CL01,1,20
A00010815,V01,Year 0,CL01,1,1179.21
A00010832,V01,Year 0,CL01,1,401.1
A00010834,V01,Year 0,CL01,1,106.14
A00010834,V02,Year 0,CL01,1,1236
A00010835,V01,Year 0,CL01,1,4310.18
A00010835,V01,Year 0,CL02,1,0
A00010838,V01,Year 0,CL01,1,4024.68
A00010841,V01,Year 0,CL01,1,618
A00010846,V01,Year 0,CL01,1,518.19
A00010848,V01,Year 0,CL01,1,1269.58
A00010854,V01,Year 0,CL01,1,110.98
A00010858,V01,Year 0,CL01,1,0
A00010869,V01,Year 0,CL01,1,106.14
A00010889,V01,Year 0,CL01,1,3613.15
A00010892,V01,Year 0,CL01,1,476.09
A00010894,V01,Year 0,CL01,1,863.15
A00010894,V01,Year 0,CL02,1,307.42
A00010897,V01,Year 0,CL01,1,2256.64
A00010899,V01,Year 0,CL01,1,130.11
A00010899,V01,Year 0,CL02,1,4243.25
A00010904,V01,Year 0,CL01,1,-36.96
A00010918,V01,Year 0,CL01,1,1545.37
A00010937,V01,Year 0,CL01,1,1636.68
A00010946,V01,Year 0,CL01,1,247.68
A00010950,V01,Year 0,CL01,1,1161.09
A00010973,V01,Year 0,CL01,1,-38.33
A00010973,V01,Year 0,CL02,1,1236
A00010973,V01,Year 0,CL03,1,106.14
A00010973,V01,Year 0,CL04,1,459.88
A00010977,V01,Year 0,CL01,1,82.32
A00010980,V01,Year 0,CL01,1,106.14
A00010988,V01,Year 0,CL01,1,2683.76
A00010995,V01,Year 0,CL01,1,109.18
A00011000,V01,Year 0,CL01,1,106.14
A00011004,V01,Year 0,CL01,1,59.8
A00011017,V01,Year 0,CL01,1,0
A00011028,V01,Year 0,CL01,1,2499.34
A00011066,V01,Year 0,CL01,1,70.57
A00011073,V01,Year 0,CL01,1,2039.79
A00011087,V01,Year 0,CL01,1,600.67
A00011093,V01,Year 0,CL01,1,1306.62
A00011103,V01,Year 0,CL01,1,527.91
A00011120,V01,Year 0,CL01,1,134.35
A00011121,V01,Year 0,CL01,1,508.33
A00011125,V01,Year 0,CL01,1,-573.77
A00011135,V01,Year 0,CL01,1,392.75
A00011136,V01,Year 0,CL01,1,77.25
A00011145,V01,Year 0,CL01,1,343.91
A00011157,V01,Year 0,CL01,1,1236
A00011159,V01,Year 0,CL01,1,1916.6
A00011164,V01,Year 0,CL01,1,410.68
A00011175,V01,Year 0,CL01,1,1220.28
A00011180,V01,Year 0,CL01,1,7.5
A00011188,V01,Year 0,CL01,1,715.35
A00011196,V01,Year 0,CL01,1,492.39
A00011219,V01,Year 0,CL01,1,427.8
A00011219,V01,Year 0,CL02,1,504.76
A00011230,V01,Year 0,CL01,1,1974.83
A00011239,V01,Year 0,CL01,1,1240.89
A00011246,V01,Year 0,CL01,1,255.39
A00011249,V01,Year 0,CL01,1,2355.39
A00011254,V01,Year 0,CL01,1,115.44
A00011254,V01,Year 0,CL02,1,827.78
A00011255,V01,Year 0,CL01,1,106.14
A00011257,V01,Year 0,CL01,1,1586.52
A00011260,V01,Year 0,CL01,1,646.63
A00011266,V01,Year 0,CL01,1,2807.66
A00011270,V01,Year 0,CL01,1,674.23
A00011276,V01,Year 0,CL01,1,0
A00011282,V01,Year 0,CL01,1,377.58
A00011284,V01,Year 0,CL01,1,702.34
A00011291,V01,Year 0,CL01,1,99.43
A00011298,V01,Year 0,CL01,1,965.76
A00011306,V01,Year 0,CL01,1,2152.07
A00011316,V01,Year 0,CL01,1,0
A00011321,V01,Year 0,CL01,1,136.63
A00011326,V01,Year 0,CL01,1,115.22
A00011329,V01,Year 0,CL01,1,672.75
A00011336,V01,Year 0,CL01,1,646.31
A00011338,V01,Year 0,CL01,1,1840.95
A00011341,V02,Year 0,CL01,1,189.88
A00011347,V01,Year 0,CL01,1,431.36
A00011354,V01,Year 0,CL01,1,296.76
A00011354,V01,Year 0,CL02,1,0
A00011355,V01,Year 0,CL01,1,849.87
A00011356,V01,Year 0,CL01,1,196.8
A00011357,V01,Year 0,CL01,1,302.17
A00011361,V01,Year 0,CL01,1,2406.5
A00011362,V01,Year 0,CL01,1,189.34
A00011368,V01,Year 0,CL01,1,1835.45
A00011372,V01,Year 0,CL01,1,449.72
A00011401,V01,Year 0,CL01,1,225.82
A00011401,V01,Year 0,CL02,1,703.9
A00011410,V01,Year 0,CL01,1,687.6
A00011422,V01,Year 0,CL01,1,110.98
A00011439,V01,Year 0,CL01,1,1236
A00011440,V01,Year 0,CL01,1,533.93
A00011442,V01,Year 0,CL01,1,-507.61
A00011446,V01,Year 0,CL01,1,1445.97
A00011454,V02,Year 0,CL01,1,-600.68
A00011456,V01,Year 0,CL01,1,367.7
A00011460,V01,Year 0,CL01,1,780.98
A00011463,V01,Year 0,CL01,1,125.83
A00011469,V01,Year 0,CL01,1,843.62
A00011473,V01,Year 0,CL01,1,1276.27
A00011483,V01,Year 0,CL01,1,961.12
A00011509,V01,Year 0,CL01,1,327.71
A00011510,V01,Year 0,CL01,1,550.82
A00011518,V01,Year 0,CL01,1,127.95
A00011520,V01,Year 0,CL01,1,234.05
A00011543,V01,Year 0,CL01,1,1236
A00011551,V01,Year 0,CL01,1,56.19
A00011557,V01,Year 0,CL01,1,975.16
A00011564,V01,Year 0,CL01,1,-535.94
A00011576,V01,Year 0,CL01,1,1502.41
A00011578,V01,Year 0,CL01,1,160.9
A00011584,V01,Year 0,CL01,1,2453.28
A00011587,V01,Year 0,CL01,1,826.8
A00011593,V01,Year 0,CL01,1,130.11
A00011596,V02,Year 0,CL01,1,277.87
A00011607,V01,Year 0,CL01,1,2725.12
A00011620,V01,Year 0,CL01,1,-331.08
A00011622,V01,Year 0,CL01,1,1556.83
A00011632,V01,Year 0,CL01,1,359.98
A00011632,V01,Year 0,CL02,1,1616.53
A00011638,V01,Year 0,CL01,1,1010.41
A00011653,V01,Year 0,CL01,1,106.14
A00011673,V01,Year 0,CL01,1,809.84
A00011674,V01,Year 0,CL01,1,719.5
A00011682,V01,Year 0,CL01,1,1114.62
A00011683,V01,Year 0,CL01,1,1236
A00011688,V01,Year 0,CL01,1,160.53
A00011688,V01,Year 0,CL02,1,0
A00011696,V01,Year 0,CL01,1,1236
A00011699,V01,Year 0,CL01,1,-770.08
A00011699,V01,Year 0,CL02,1,308.35
A00011702,V01,Year 0,CL01,1,452.19
A00011705,V01,Year 0,CL01,1,662.17
A00011707,V01,Year 0,CL01,1,793.56
A00011726,V01,Year 0,CL01,1,420.9
A00011746,V01,Year 0,CL01,1,68.01
A00011755,V01,Year 0,CL01,1,245.26
A00011764,V01,Year 0,CL01,1,171.24
A00011765,V01,Year 0,CL01,1,904.38
A00011769,V01,Year 0,CL01,1,974.48
A00011772,V01,Year 0,CL01,1,1929.89
A00011774,V01,Year 0,CL01,1,621.69
A00011774,V01,Year 0,CL02,1,650.87
A00011779,V01,Year 0,CL01,1,1365.87
A00011784,V01,Year 0,CL01,1,15997.5
A00011798,V01,Year 0,CL01,1,429.39
A00011798,V01,Year 0,CL02,1,-944.33
A00011807,V01,Year 0,CL01,1,0
A00011811,V01,Year 0,CL01,1,1213.39
A00011814,V01,Year 0,CL01,1,359.22
A00011819,V01,Year 0,CL01,1,1010.41
A00011835,V01,Year 0,CL01,1,339.87
A00011837,V01,Year 0,CL01,1,377.45
A00011839,V01,Year 0,CL01,1,193.99
A00011839,V01,Year 0,CL02,1,1365.6
A00011848,V01,Year 0,CL01,1,0
A00011856,V01,Year 0,CL01,1,-358.49
A00011857,V01,Year 0,CL01,1,1010.41
A00011857,V01,Year 0,CL02,1,0
A00011860,V01,Year 0,CL01,1,1028.79
A00011863,V03,Year 0,CL01,1,-931.37
A00011883,V01,Year 0,CL01,1,99.28
A00011887,V01,Year 0,CL01,1,452.02
A00011907,V01,Year 0,CL01,1,399.42
A00011907,V01,Year 0,CL02,1,-427.75
A00011924,V01,Year 0,CL01,1,1755.8
A00011925,V01,Year 0,CL01,1,72.96
A00011925,V01,Year 0,CL02,1,123.65
A00011926,V01,Year 0,CL01,1,87.48
A00011927,V01,Year 0,CL01,1,449.49
A00011933,V01,Year 0,CL01,1,122.06
A00011941,V01,Year 0,CL01,1,277.21
A00011941,V02,Year 0,CL01,1,-384.8
A00011941,V02,Year 0,CL02,1,233.26
A00011942,V01,Year 0,CL01,1,0
A00011944,V01,Year 0,CL01,1,1778.78
A00011944,V01,Year 0,CL02,1,1236
A00011959,V01,Year 0,CL01,1,411.14
A00011960,V01,Year 0,CL01,1,1442.87
A00011965,V01,Year 0,CL01,1,406.09
A00011968,V01,Year 0,CL01,1,1036.43
A00011971,V02,Year 0,CL01,1,29.18
A00011989,V01,Year 0,CL01,1,92.72
A00011992,V01,Year 0,CL01,1,618
A00012000,V01,Year 0,CL01,1,151.95
A00012004,V01,Year 0,CL01,1,652.08
A00012014,V01,Year 0,CL01,1,146.89
A00012014,V01,Year 0,CL02,1,126.94
A00012025,V01,Year 0,CL01,1,1595.68
A00012032,V01,Year 0,CL01,1,1237.67
A00012043,V01,Year 0,CL01,1,1133.91
A00012044,V01,Year 0,CL01,1,-505.65
A00012052,V01,Year 0,CL01,1,2683.76
A00012065,V01,Year 0,CL01,1,510.42
A00012067,V01,Year 0,CL01,1,-196.43
A00012074,V02,Year 0,CL01,1,305.17
A00012078,V01,Year 0,CL01,1,96.4
A00012078,V01,Year 0,CL02,1,1236
A00012086,V01,Year 0,CL01,1,98.07
A00012091,V01,Year 0,CL01,1,149.56
A00012096,V01,Year 0,CL01,1,543.73
A00012103,V01,Year 0,CL01,1,0
A00012109,V01,Year 0,CL01,1,202.17
A00012110,V01,Year 0,CL01,1,557.82
A00012111,V01,Year 0,CL01,1,1010.41
A00012118,V01,Year 0,CL01,1,6231.26
A00012123,V01,Year 0,CL01,1,337.77
A00012127,V01,Year 0,CL01,1,1849.8
A00012129,V01,Year 0,CL01,1,2683.76
A00012151,V01,Year 0,CL01,1,191.52
A00012151,V01,Year 0,CL02,1,865.08
A00012151,V01,Year 0,CL03,1,177.63
A00012151,V01,Year 0,CL04,1,413.2
A00012156,V01,Year 0,CL01,1,755.66
A00012156,V01,Year 0,CL02,1,1470.44
A00012159,V01,Year 0,CL01,1,117.67
A00012184,V01,Year 0,CL01,1,-816.34
A00012203,V01,Year 0,CL01,1,1236
A00012209,V01,Year 0,CL01,1,67.93
A00012220,V01,Year 0,CL01,1,3997.3
A00012221,V01,Year 0,CL01,1,665.75
A00012222,V01,Year 0,CL01,1,106.14
A00012225,V01,Year 0,CL01,1,417.17
A00012234,V01,Year 0,CL01,1,2751.69
A00012240,V01,Year 0,CL01,1,5862.36
A00012243,V01,Year 0,CL01,1,439.69
A00012245,V01,Year 0,CL01,1,356.15
A00012247,V01,Year 0,CL01,1,181.59
A00012255,V01,Year 0,CL01,1,130.11
A00012261,V01,Year 0,CL01,1,64.3
A00012262,V01,Year 0,CL01,1,-630.05
A00012276,V01,Year 0,CL01,1,1240.89
A00012277,V01,Year 0,CL01,1,2704.52
A00012292,V01,Year 0,CL01,1,1236
A00012294,V01,Year 0,CL01,1,869.55
A00012309,V01,Year 0,CL01,1,908.14
A00012313,V01,Year 0,CL01,1,153.46
A00012313,V01,Year 0,CL02,1,1236
A00012314,V01,Year 0,CL01,1,486.48
A00012317,V01,Year 0,CL01,1,2110.93
A00012332,V01,Year 0,CL01,1,1253.24
A00012341,V01,Year 0,CL01,1,76.31
A00012346,V01,Year 0,CL01,1,1236
A00012365,V02,Year 0,CL01,1,393.78
A00012398,V01,Year 0,CL01,1,212.46
A00012404,V01,Year 0,CL01,1,1023.27
A00012416,V01,Year 0,CL01,1,79.39
A00012417,V01,Year 0,CL01,1,-172.71
A00012418,V01,Year 0,CL01,1,618
A00012418,V01,Year 0,CL02,1,102.91
A00012436,V01,Year 0,CL01,1,537.26
A00012462,V01,Year 0,CL01,1,1759.73
A00012484,V01,Year 0,CL01,1,62.62
A00012494,V01,Year 0,CL01,1,2683.76
A00012511,V01,Year 0,CL01,1,71.93
A00012511,V01,Year 0,CL02,1,305.78
A00012513,V01,Year 0,CL01,1,238.65
A00012518,V01,Year 0,CL01,1,453.26
A00012524,V01,Year 0,CL01,1,56.19
A00012526,V01,Year 0,CL01,1,106.14
A00012526,V01,Year 0,CL02,1,106.14
A00012533,V01,Year 0,CL01,1,619.89
A00012544,V01,Year 0,CL01,1,106.14
A00012555,V01,Year 0,CL01,1,403.76
A00012560,V02,Year 0,CL01,1,2965.25
A00012564,V01,Year 0,CL01,1,1040.92
A00012565,V01,Year 0,CL01,1,435.92
A00012568,V01,Year 0,CL01,1,101.59
A00012584,V01,Year 0,CL01,1,2323.95
A00012587,V01,Year 0,CL01,1,353.87
A00012598,V01,Year 0,CL01,1,-239.68
A00012598,V01,Year 0,CL02,1,1482.79
A00012618,V01,Year 0,CL01,1,1010.41
A00012621,V01,Year 0,CL01,1,-463.86
A00012624,V01,Year 0,CL01,1,1945
A00012628,V01,Year 0,CL01,1,1964.14
A00012634,V01,Year 0,CL01,1,530.56
A00012648,V01,Year 0,CL01,1,60.29
A00012665,V01,Year 0,CL01,1,601.34
A00012666,V01,Year 0,CL01,1,1578.39
A00012671,V01,Year 0,CL01,1,2273.83
A00012673,V01,Year 0,CL01,1,56.19
A00012678,V01,Year 0,CL01,1,78.02
A00012682,V01,Year 0,CL01,1,698.88
A00012682,V01,Year 0,CL02,1,380.65
A00012687,V01,Year 0,CL01,1,660.14
A00012692,V01,Year 0,CL01,1,-557.29
A00012696,V01,Year 0,CL01,1,439.9
A00012697,V01,Year 0,CL01,1,217.98
A00012699,V01,Year 0,CL01,1,1180.13
A00012702,V01,Year 0,CL01,1,546.75
A00012717,V01,Year 0,CL01,1,1010.41
A00012735,V01,Year 0,CL01,1,599.43
A00012741,V01,Year 0,CL01,1,1227.08
A00012742,V01,Year 0,CL01,1,388.67
A00012750,V01,Year 0,CL01,1,713.2
A00012752,V01,Year 0,CL01,1,654.86
A00012761,V01,Year 0,CL01,1,434.4
A00012776,V01,Year 0,CL01,1,630.51
A00012792,V01,Year 0,CL01,1,84.05
A00012794,V01,Year 0,CL01,1,422.6
A00012802,V01,Year 0,CL01,1,3218.74
A00012827,V01,Year 0,CL01,1,1236
A00012833,V01,Year 0,CL01,1,249.17
A00012842,V01,Year 0,CL01,1,1662.33
A00012858,V01,Year 0,CL01,1,1236
A00012862,V01,Year 0,CL01,1,70.22
A00012862,V01,Year 0,CL02,1,294.6
A00012863,V01,Year 0,CL01,1,307.5
A00012866,V01,Year 0,CL01,1,0
A00012876,V01,Year 0,CL01,1,578.11
A00012877,V01,Year 0,CL01,1,1096.95
A00012880,V01,Year 0,CL01,1,489.34
A00012894,V01,Year 0,CL01,1,273.26
A00012894,V01,Year 0,CL02,1,100.46
A00012904,V01,Year 0,CL01,1,145.13
A00012908,V01,Year 0,CL01,1,293.96
A00012916,V01,Year 0,CL01,1,2300.69
A00012918,V01,Year 0,CL01,1,6372.04
A00012918,V01,Year 0,CL02,1,696.5
A00012920,V02,Year 0,CL01,1,104.95
A00012927,V01,Year 0,CL01,1,292.71
A00012932,V01,Year 0,CL01,1,2510.06
A00012946,V01,Year 0,CL01,1,75.54
A00012952,V01,Year 0,CL01,1,1455.46
A00012954,V01,Year 0,CL01,1,834.59
A00012962,V01,Year 0,CL01,1,256.09
A00012993,V01,Year 0,CL01,1,4518.38
A00012993,V01,Year 0,CL02,1,-644.4
A00012999,V02,Year 0,CL01,1,882.06
A00013000,V01,Year 0,CL01,1,331.73
A00013000,V01,Year 0,CL02,1,0
A00013002,V01,Year 0,CL01,1,162.56
A00013004,V01,Year 0,CL01,1,667.4
A00013005,V01,Year 0,CL01,1,-695.23
A00013008,V02,Year 0,CL01,1,323.4
A00013012,V01,Year 0,CL01,1,290.85
A00013026,V01,Year 0,CL01,1,114.08
A00013031,V01,Year 0,CL01,1,103.59
A00013041,V01,Year 0,CL01,1,105.7
A00013041,V01,Year 0,CL02,1,800.45
A00013044,V02,Year 0,CL01,1,375.3
A00013051,V01,Year 0,CL01,1,398.98
A00013057,V01,Year 0,CL01,1,1010.41
A00013059,V01,Year 0,CL01,1,1236
A00013072,V01,Year 0,CL01,1,750.91
A00013096,V01,Year 0,CL01,1,1084.19
A00013101,V01,Year 0,CL01,1,347.8
A00013102,V01,Year 0,CL01,1,1063.69
A00013104,V01,Year 0,CL01,1,1668.48
A00013106,V01,Year 0,CL01,1,117.09
A00013110,V01,Year 0,CL01,1,2446.44
A00013112,V01,Year 0,CL01,1,1980.27
A00013114,V01,Year 0,CL01,1,142.34
A00013114,V01,Year 0,CL02,1,99.87
A00013117,V01,Year 0,CL01,1,2696.58
A00013119,V02,Year 0,CL01,1,214.56
A00013120,V01,Year 0,CL01,1,1236
A00013120,V01,Year 0,CL02,1,2683.76
A00013124,V01,Year 0,CL01,1,1797.66
A00013124,V02,Year 0,CL01,1,2214.83
A00013125,V01,Year 0,CL01,1,333.6
A00013125,V01,Year 0,CL02,1,1323.28
A00013131,V01,Year 0,CL01,1,92
A00013143,V01,Year 0,CL01,1,106.14
A00013154,V01,Year 0,CL01,1,615.13
A00013156,V01,Year 0,CL01,1,228.97
A00013161,V01,Year 0,CL01,1,1236
A00013162,V01,Year 0,CL01,1,110.98
A00013180,V01,Year 0,CL01,1,333.22
A00013183,V01,Year 0,CL01,1,106.14
A00013209,V01,Year 0,CL01,1,106.14
A00013210,V01,Year 0,CL01,1,-408.05
A00013222,V01,Year 0,CL01,1,69.37
A00013228,V01,Year 0,CL01,1,630.24
A00013237,V01,Year 0,CL01,1,489.07
A00013243,V01,Year 0,CL01,1,2151.53
A00013247,V01,Year 0,CL01,1,505.5
A00013250,V01,Year 0,CL01,1,401.84
A00013263,V01,Year 0,CL01,1,271.1
A00013273,V01,Year 0,CL01,1,372.59
A00013274,V01,Year 0,CL01,1,5049.06
A00013278,V03,Year 0,CL01,1,1329.52
A00013279,V01,Year 0,CL01,1,1236
A00013285,V01,Year 0,CL01,1,1254.17
A00013292,V01,Year 0,CL01,1,2939.47
A00013293,V01,Year 0,CL01,1,430.05
A00013314,V01,Year 0,CL01,1,360.86
A00013316,V01,Year 0,CL01,1,265.9
A00013324,V01,Year 0,CL01,1,282.48
A00013327,V01,Year 0,CL01,1,1128.15
A00013327,V01,Year 0,CL02,1,-551.59
A00013341,V01,Year 0,CL01,1,1244.84
A00013348,V01,Year 0,CL01,1,266.94
A00013359,V01,Year 0,CL01,1,623.45
A00013360,V01,Year 0,CL01,1,119.18
A00013367,V01,Year 0,CL01,1,3100.24
A00013367,V01,Year 0,CL02,1,386.79
A00013375,V01,Year 0,CL01,1,81.3
A00013382,V01,Year 0,CL01,1,0
A00013391,V01,Year 0,CL01,1,504.25
A00013400,V01,Year 0,CL01,1,2549.54
A00013404,V01,Year 0,CL01,1,635
